pincode,circle,region,division,offices
766023,Odisha Circle,Berhampur Region,Kalahandi Division,"Mahichala S.O, Baldiamal B.O, Chakuli B.O, Choriagarh B.O, Deundi B.O, Goudchendia B.O, Habaspur B.O, Kalopala B.O, Maliguda B.O, Mathura B.O, Nandagaon B.O, Palas B.O, S.Kundamal B.O"
766026,Odisha Circle,Berhampur Region,Kalahandi Division,"Mukhiguda S.O, Ghutrukhal B.O, Gopinathpur B.O, Mahulpatna B.O, Ranibanhal B.O"
766027,Odisha Circle,Berhampur Region,Kalahandi Division,"Lanjigarh S.O, Basantapada B.O, Bijepur B.O, Chatrapur B.O, Malijubang B.O"
766028,Odisha Circle,Berhampur Region,Kalahandi Division,"Ampani S.O, Badpodaguda B.O, Bardanga B.O, Dudkathenga B.O, Siuni B.O"
766029,Odisha Circle,Berhampur Region,Kalahandi Division,"Sosia S.O, Bandhagaon B.O, Chichia B.O, Daspur B.O, Dhamanpur B.O, Dumerguda B.O, Farang B.O, Kankeri B.O, Kirkakani B.O, Kumbhari B.O, Rengsapali B.O, Sandhikuliari B.O, Tipiguda B.O"
766031,Odisha Circle,Berhampur Region,Kalahandi Division,"Risida S.O, Gajabahal B.O, Pourkela B.O, Rinja B.O, Sargulmalpada B.O, Teresinga B.O"
766032,Odisha Circle,Berhampur Region,Kalahandi Division,"Karlamunda S.O, Rajpur B.O"
766036,Odisha Circle,Berhampur Region,Kalahandi Division,"Borda S.O, Artal B.O, Barbhata B.O, Bargaon B.O, Dumuria B.O, Kanduljhar B.O, Kuhura B.O, Leter B.O, Madiguda B.O, Mahalinga B.O, Matia B.O, Palna B.O, Salebhata B.O"
766037,Odisha Circle,Berhampur Region,Kalahandi Division,"Thuamul Rampur S.O, Badchhatrang B.O, Birikot B.O, Dumerpadar B.O, Gopalpur B.O, Gunpur B.O, Kaniguma B.O, Kathkura B.O, Kerpai B.O, Melkundel B.O, Nakrundi B.O, Ranidumer B.O, Sidhipadar B.O, Sirmasaka B.O, Karlapat B.O, Purunaguma B.O"
766100,Odisha Circle,Berhampur Region,Kalahandi Division,"Narla S.O, Bagpur B.O, Barbandha B.O, Bhanpur B.O, Bhurtigarh B.O, Ghodabandha B.O, Gunangbeda B.O, Kamarda B.O, Karmel B.O, Kerbandi B.O, Mandel B.O, Sergarh B.O, Tulapada B.O"
766101,Odisha Circle,Berhampur Region,Kalahandi Division,"Rupra Road S.O, Bhimkela B.O, Gigina B.O, Muskuti B.O, Palam B.O, Rupra B.O, Sarian B.O, Siripur B.O, Takarla B.O"
766102,Odisha Circle,Berhampur Region,Kalahandi Division,"Madanpur Rampur S.O, Alatara B.O, Borpadar B.O, Dengakarlakhunta B.O, Ekatara B.O, Gochadangen B.O, Joradobra B.O, Kandrei B.O, Madanpur B.O, Manikera B.O, Mohangiri B.O, Muding B.O, Nunpur B.O, Pandapadar B.O, Regeda B.O, Turchi B.O, Urladani B.O"
766103,Odisha Circle,Berhampur Region,Kalahandi Division,"Parla S.O, Behera B.O, Beheraguda B.O, Chhanchanbahali B.O, Dhanarpur B.O, Gotamunda B.O, Jayantpur B.O, Kadalimunda B.O, Khuntia B.O, Negiguda B.O, Sankenduguda B.O"
766104,Odisha Circle,Berhampur Region,Kalahandi Division,"Khariar Road S.O, Amsena B.O, Beltukri B.O, Bhaleswer B.O, Bhanpur B.O, Biromal B.O, Bisora B.O, Dumerpani B.O, Gotma B.O, Jenjera B.O, Kodomeri B.O, Kuliabandh B.O, Mangarapalli B.O, Parkod B.O"
766105,Odisha Circle,Berhampur Region,Kalahandi Division,"Nawapara Tanwat S.O, Amnara B.O, Darlimunda B.O, Darlipara B.O, Dharambandha B.O, Godfurla B.O, Jampani B.O, Jatgarh B.O, Kendubahara B.O, Kurumpuri B.O, Kutenchuan B.O, Lakhana B.O, Mahulibhata B.O, Maraguda B.O, Motanuapada B.O, Panchampur B.O, Paraskhol B.O, Sahajat B.O, Saipala B.O, Sarbang B.O, Sialati B.O, Silva B.O, Tanwat B.O, Tarbod B.O"
766106,Odisha Circle,Berhampur Region,Kalahandi Division,"Komna S.O, Agren B.O, Bhella B.O, Budhikomna B.O, Gandamer B.O, Jhagrahi B.O, Kandetara B.O, Konabira B.O, Kureswar B.O, Michhapali B.O, Nuagaon B.O, Pendraban B.O, Rajna B.O, Sunabeda B.O, Tikrapara B.O"
766107,Odisha Circle,Berhampur Region,Kalahandi Division,"Khariar S.O, Badi B.O, Badmaheswar B.O, Bargaon B.O, Bhojpur B.O, Bhuliasikun B.O, Chindaguda B.O, Goimundi B.O, Khasbahal B.O, Nehena B.O, Palsada B.O, Sargadi B.O, Tukla B.O, Khariar  Pattnaik Para S.O"
766108,Odisha Circle,Berhampur Region,Kalahandi Division,"Sinhapalli S.O, Bharuamunda B.O, Chalana B.O, Chatiaguda B.O, Gochhaguda B.O, Godal B.O, Gorla B.O, Hatibandha B.O, Jharbandh B.O, Karanbahali B.O, Kendumunda B.O, Kusumjore B.O, Nangalbod B.O, Nilji B.O, Nuapada B.O, Ranimunda B.O, Singjhar B.O, Timanpur B.O"
766110,Odisha Circle,Berhampur Region,Kalahandi Division,"Narla Road S.O, Ghantamal B.O, Kiding B.O, Lanjigarhroad B.O, Madhupur B.O, Panimunda B.O, Santapur B.O"
766111,Odisha Circle,Berhampur Region,Kalahandi Division,"Boden S.O, Amguda B.O, Bhainsadani B.O, Boirgaon B.O, Damjhar B.O, Karlakot B.O, Khaira B.O, Kirejhola B.O, Litisargi B.O, Nagpada B.O, Pharsara B.O, Sunapur B.O"
766118,Odisha Circle,Berhampur Region,Kalahandi Division,"Duajhar S.O, Babebir B.O, Bargaon B.O, Birighat B.O, Gondabahali B.O, Jayabahal B.O, Karangamal B.O, Kendupati B.O, Kirkita B.O, Lanji B.O, Larka B.O, Makhapadar B.O, Ranimunda B.O, Saradhapur B.O"
767001,Odisha Circle,Sambalpur Region,Balangir Division,"Balangir H.O, Balangir Court S.O, Balangir RS S.O, Marwari Bazar S.O, Rugudi Para S.O, Sudpara S.O, Talpalipara S.O, Tikrapara S.O"
767002,Odisha Circle,Sambalpur Region,Balangir Division,"Rajendra College S.O (Balangir), Ankriapadar B.O, Atgaon B.O, B.Fatkara B.O, Bahalpadar B.O, Bhaler B.O, Bubel B.O, Chhatapipal B.O, Daspur B.O, Gaintala B.O, Jamgaon B.O, Kharjura B.O, Khujenpali B.O, Kurul B.O, Mahimunda B.O, Makundpur B.O, Malmunda B.O, Patharla B.O, Randa B.O, College Square S.O (Balangir), Manoharpur B.O"
767016,Odisha circle,Sambalpur Region,Balangir Division,"Arjunda B.O, B.Sibtala B.O, Badbhainro B.O, Bairasar B.O, Brahmani B.O, Charbhata B.O, Dubula B.O, Jhartarbha B.O, Kamsara B.O, Khari B.O, Maradoguchha B.O, Menda B.O, Narayanpur B.O, Pua B.O, Sargaj B.O, Singhari B.O, Thelkomunda B.O, Tullunda B.O, Tarbha S.O, Tarbha Bazar S.O"
767017,Odisha circle,Sambalpur Region,Balangir Division,"Baidyanath B.O, Bisimunda B.O, Khaliapali B.O, Khambeswaripali B.O, Mayurudan B.O, S. Kalapathar B.O, Sonepur S.O (Sonapur), Ghodaghatpara S.O, Sonepur Badbazar S.O, Spinning Mills S.O"
767018,Odisha Circle,Sambalpur Region,Balangir Division,"Birmaharajpur S.O, Amarpali B.O, Bagbar B.O, Hillung B.O, Jaloi B.O, Jatesingha B.O, Kadodar B.O, Kalapathar B.O, Kamalpur B.O, Kenghriapali B.O, Khandahata B.O, Kotsamalai B.O, Kumarkeli B.O, Luthurpank B.O, Mursundhi B.O, Pitamahul B.O, S.Mahada B.O, Subalaya B.O"
767019,Odisha Circle,Sambalpur Region,Balangir Division,"Binka S.O, Bausuni B.O, Bhandar B.O, Bhimtikra B.O, Gajbandh B.O, Jullunda B.O, Kartang B.O, Mahada B.O, Mahadevpali B.O, Meghla B.O, Sankara B.O, Seledi B.O, Silati B.O, Sindurpur B.O"
767020,Odisha Circle,Sambalpur Region,Balangir Division,"Loisingha S.O, Agalapali B.O, Badibahal B.O, Badimunda B.O, Badtika B.O, Burda B.O, Deulpadar B.O, Hirapur B.O, Jogisarda B.O, Kandajuri B.O, Khaliapali B.O, Manhira B.O, Nagaon B.O, Pardhiapali B.O, Ranisarda B.O, Sakma B.O, Sargad B.O"
767021,Odisha circle,Sambalpur Region,Balangir Division,"Patuapali B.O, Rampur B.O, Budhipadar B.O, Salebhata S.O, Bakti B.O, Bendra B.O, Mursundhi B.O"
767022,Odisha circle,Sambalpur Region,Balangir Division,"Budula B.O, Agalpur S.O, Nagaon B.O, Rengali B.O, Rinbachan B.O"
767023,Odisha Circle,Sambalpur Region,Balangir Division,"Dungripali S.O, Bankipali B.O, Beheramal B.O, Cherupali B.O, Chinajuri B.O, Digsira B.O, Ichhapur B.O, Karlajuri B.O, Samaleichuan B.O, Sargul B.O, Sohela B.O, Sukha B.O, Tamamura B.O"
767024,Odisha Circle,Sambalpur Region,Balangir Division,"Churapali S.O, Baidipali B.O, Barpudigia B.O, Bidighat B.O, Fatkara B.O, G.S. Dungripali B.O, Rengali B.O, Sahajbahal B.O, Sibtala B.O"
767025,Odisha Circle,Sambalpur Region,Balangir Division,"Patnagarh S.O, Bagmund B.O, Balipata B.O, Banaimunda B.O, Batharla B.O, Damkipali B.O, Gangasagar B.O, Ghasian B.O, Juba B.O, K. Larambha B.O, Kendumundi B.O, Khuntsamalei B.O, Mundomahul B.O, Padhel B.O, Phatamunda B.O, Solbandh B.O, Tamia B.O, Bharatbahal BO, Dangabahal BO, Khursel, Patnagarh Bazar S.O"
767026,Odisha Circle,Sambalpur Region,Balangir Division,"Belpara S.O, Bagdor B.O, Bahabal B.O, Dumabhata B.O, Ghagurli B.O, Jurabandh B.O, Kanut B.O, Kapani B.O, Khairmal B.O, Khalipathar B.O, Mandal B.O, Salandi B.O, Sarmuhan B.O, Sulekela B.O, Tikrapara B.O, Jhinkidungri B.O"
767027,Odisha Circle,Sambalpur Region,Balangir Division,"Jogimunda S.O, Barbahal B.O, Damaipali B.O, Darlipali B.O, Dedarha B.O, Gambhari B.O, Kandhenjhula B.O, Luhasingha B.O, Matikhai B.O, Pandamunda B.O"
767028,Odisha Circle,Sambalpur Region,Balangir Division,"Khaprakhol S.O, Bhanpur B.O, Dhandamunda B.O, Ghunsar B.O, Maharapadar B.O, Nandupala B.O, Padiabahal B.O, Rengali B.O, Telenpali B.O, Turla B.O, Udiapali B.O"
767029,Odisha Circle,Sambalpur Region,Balangir Division,"Deogaon S.O (Balangir), Badbandh B.O, Bandhpara B.O, Bhutiarbahal B.O, Desandh B.O, Dhandamal B.O, Kandhkelgaon B.O, Kudasingha B.O, Landapathar B.O, Mursingh B.O, Sikachhida B.O, Sikuan B.O"
767030,Odisha circle,Sambalpur Region,Balangir Division,"Badangomunda B.O, Dahimal B.O, Deulgudi B.O, Kapsila B.O, Nuapara B.O, Samra B.O, Tandigaon B.O, Tusra S.O"
