pincode,circle,region,division,offices
783128,Assam Circle,N/A,Goalpara Division,"Sukchar S.O (Dhubri), Hazirhat B.O, Kokradanga B.O, Muhurirchar B.O, Nilokhia B.O, Piazbari B.O"
783129,Assam Circle,N/A,Goalpara Division,"Lakhipur S.O (Goalpara), Ambari Bazar B.O, Aolatoli B.O, Baguan B.O, Balarbhita B.O, Bashbari B.O, Beserkona B.O, Chunari B.O, Dhamer Reserve B.O, Fetangapara B.O, Hashdoba B.O, Joybhum B.O, Joypur Bazar B.O, Joyramkuchi B.O, Meserbhita B.O, Nidanpur B.O, Panisali B.O, Rajmita Pantai B.O, Rowkhowa B.O, Takimari B.O"
783130,Assam Circle,N/A,Goalpara Division,"Rangjuli S.O, Athiabari B.O, Dhanubhanga B.O, Kahibari B.O, Patpara B.O, Simlitola B.O, Tiplai B.O"
783131,Assam Circle,N/A,Goalpara Division,"Mankachar S.O, Barkona B.O, Jhowdanga B.O, Kakripara B.O, Radhamadhabhat B.O"
783132,Assam Circle,N/A,Goalpara Division,"Jaleswar S.O, Dharai B.O, Gaurnagar B.O, Katarihara B.O, Tulsibari B.O"
783133,Assam Circle,N/A,Goalpara Division,Rajapara S.O
783134,Assam Circle,N/A,Goalpara Division,"Darrangiri S.O., Kachadal B.O, Melopara B.O, Sesapani B.O"
783135,Assam Circle,N/A,Goalpara Division,"Fekamari S.O, Dhanuagaon B.O, Fulerchar B.O, Hatsingimari B.O, Kalapani B.O, Kanaimara B.O, Manullapara B.O, Purandiara B.O"
783301,Assam Circle,N/A,Goalpara Division,"Dhubri H.O, Bhotgaon B.O, Dhubri Bazar S.O"
783323,Assam Circle,N/A,Goalpara Division,"Amco Road S.O, Aironjongla B.O, Muthakhowa B.O, Dhubri Balurchar B.O"
783324,Assam Circle,N/A,Goalpara Division,"Bidyapara S.O, Chagalchara B.O, Dharmasala B.O, Howrarpar B.O, Patamari B.O, Tistarpar B.O"
783325,Assam Circle,N/A,Goalpara Division,"Jhagrarpar S.O, Falimari  Pt i B.O, Khalilpur B.O, Majerchar B.O"
783330,Assam Circle,N/A,Goalpara Division,"Fakirganj S.O, Airkata Bazar B.O, Barkaila Serso B.O, Chirakuti Bazar B.O, Dhumerghat B.O, Hamidabad B.O, Jamadarhat B.O, Khalisabhita B.O, Madartari B.O, Simlabari B.O"
783331,Assam Circle,N/A,Goalpara Division,"Gauripur S.O, Asharikandi B.O, Balajan B.O, Banyaguri B.O, Khudimari B.O, Madhusoulmari B.O, Rupsi B.O, Sahebganj Naicherkuti B.O, Silairpar B.O, South Geramari B.O, Tiamari B.O"
783332,Assam Circle,N/A,Goalpara Division,"Tamarhat S.O, Barjan B.O, Kamandanga B.O, Lalmati Tumbagan B.O, Petlagaon B.O, Srinagar B.O, Uzanpetla B.O"
783333,Assam Circle,N/A,Goalpara Division,"Dingdinga S.O, Failaguri B.O, Grahampur B.O"
783334,Assam Circle,N/A,Goalpara Division,"Golakganj S.O, Baladoba B.O, Barundanga B.O, Belguri B.O, Bhatipetla B.O, Bichandai B.O, Bishkhowa B.O, Borocharaikhola B.O, Dafarpur B.O, Debottar Hasdaha B.O, Dimakuri B.O, Kachakhana B.O, Kacharihat B.O, Kismat Hasdaha B.O, Lakhimari B.O, Molandubi B.O, Moterjhar B.O, Paglahat B.O, Raipur B.O, Ratiadaha B.O, Sonahat B.O, Tokrerchara B.O"
783335,Assam Circle,N/A,Goalpara Division,"Agomoni S.O, Bidyardabri B.O, Chagolia B.O, Chatoguma B.O, Dighaltari B.O, Jhapsabari B.O, Jhaskal B.O, Kaimari B.O, Kaldoba B.O, Kherbari B.O, Mahamayahat B.O, Maragadadhar B.O, Pabarchara B.O, Pokalagi B.O, Satrasal B.O, South Jhapsabari B.O"
783336,Assam Circle,N/A,Goalpara Division,"Bhowraguri S.O, Binnyakhata B.O, Gambaribil B.O, Kamalsing B.O"
783337,Assam Circle,N/A,Goalpara Division,"Sapatgram S.O, Aminkata B.O, Bashbari B.O, Bhumka B.O, Dhanpur B.O, Duligaon B.O, Haraltari B.O, Kartimari B.O, Monglajhora B.O, Pratapkhata B.O, Tipkai B.O, Tulsibil B.O"
783339,Assam Circle,N/A,Goalpara Division,"Alamganj S.O, Boraibari Pt  V B.O, Borshijhora B.O, Debitola B.O, Geramari B.O, Jharnerchar B.O, Kazigaon B.O, Khopati B.O, Podmeralga B.O, Rangamati B.O"
783345,Assam Circle,N/A,Goalpara Division,"Fakiragram S.O, Baghmari B.O, Baruapara B.O, Futkibari B.O, Helaguri B.O, Lakhiganj Bazar B.O, Raniganj B.O, Shesergaon B.O"
783346,Assam Circle,N/A,Goalpara Division,"Serfanguri S.O, Aflagaon B.O, Athiabari B.O, Gossainichina B.O, Jharbari B.O, Kakormari B.O, Pakriguri B.O, Patgaon B.O, Ramfalbil B.O, Shialmari B.O, Shyamthaibari B.O"
783347,Assam Circle,N/A,Goalpara Division,"Dotma S.O, Banargaon B.O, Batabari B.O, Bhalukmari B.O, Dumeriguri B.O, Hakamabil B.O, Lawdanga B.O, Puthimari B.O, Tetliguri B.O"
783348,Assam Circle,N/A,Goalpara Division,"Bilasipara S.O, Bangalipara B.O, Barkanda B.O, Boalkamari B.O, Chirakuti Pt i B.O, Dhirbil B.O, Gashbari B.O, Gobardhanpara B.O, Hakama B.O, Hatipota B.O, Jalabila B.O, Jamduar B.O, Kadamtala Pt IIi B.O, Kajaikata B.O, Nayeralga B.O, Salkocha B.O, Silgara B.O, Suapata B.O, Tilapara B.O"
783349,Assam Circle,N/A,Goalpara Division,"Bagribari S.O, Bondihana B.O, Choudhurirchar B.O, Gutipara B.O, Khanabari Araiani B.O, Mahamayadham B.O, Piazbari Makrijhora B.O"
783350,Assam Circle,N/A,Goalpara Division,"Kachugaon S.O, Bairali B.O, Gangia B.O, Jaleswari B.O, Raimona B.O, Saraibil B.O, Takampur B.O"
783354,Assam Circle,N/A,Goalpara Division,"Saktiashram S.O, Chitila Bhubannagar B.O, Mainaguri B.O"
783360,Assam Circle,N/A,Goalpara Division,"Gossaigaon S.O, Anthaibari B.O, Ballimari B.O, Bhodeaguri B.O, Chakma B.O, Garufela Bazar B.O, Gossaigaon No.II B.O, Guabari B.O, Jambuguri B.O, Joyma B.O, Joyma Bazar B.O, Kashiabari B.O, Koimari B.O, Maktaigaon B.O, Padmabil B.O, Panbari Bazar B.O, Patakata B.O, Rajadabri B.O, Sapkata B.O, Satyapur B.O"
783361,Assam Circle,N/A,Goalpara Division,"Srirampur S.O (Kokrajhar), Goladangi B.O, Haraputa B.O, Jaraguri B.O, Simultapu B.O"
783369,Assam Circle,N/A,Goalpara Division,"Salakati Project S.O, Kalipukhuri B.O, Salakati B.O"
783370,Assam Circle,N/A,Goalpara Division,"Kokrajhar H.O, Bishmuri B.O, Boro Gendrabil B.O, Chandrapara B.O, Daloabari B.O, Haloadal B.O, Haltugaon B.O, Kashipara Bhotgaon B.O, Khargaon B.O, Kokrajhar Bagicha B.O, Rainadabri B.O, Rangalikhata B.O, Simbargaon B.O, Titaguri B.O, Ultapani B.O, Magurmari B.O, Shantinagar S.O (Kokrajhar)"
783371,Assam Circle,N/A,Goalpara Division,"Chapar S.O, Kheluapara B.O, Raijhora Bahalpur B.O, Simlabari B.O"
